"Region","Station","Date","Daily Rainfall Total (mm)","Mean Temperature (°C)","Maximum Temperature (°C)","Minimum Temperature (°C)","Latitude","Longitude"
"Northeast","Ang Mo Kio",2024-11-01,0,28.7,34,26.3,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-02,0.2,27.9,31.3,26.7,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-03,7.4,28.1,32.7,25,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-04,0.8,27.3,30.3,24.4,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-05,0,29,32.9,26.1,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-06,19.6,27.6,32.3,23.3,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-07,3,27.6,31.3,25.1,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-08,3,28.5,32.8,23.9,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-09,23.8,27.6,31.7,24.3,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-10,38.6,27.2,33.2,23.7,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-11,18.6,27.1,31.8,23.7,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-12,49.6,27.4,33.9,23.9,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-13,9.8,27,31.9,25.1,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-14,0.6,27.9,33.2,25.2,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-15,2,27.6,33.1,25.3,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-16,80,26.9,32.7,23.7,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-17,5,26.3,31.5,25,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-18,4.8,26.5,29.4,25.1,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-19,9.6,26.1,30.2,24.8,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-20,0.4,26.2,28.1,25.1,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-21,15.2,27,33,24.6,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-22,65.8,26.4,33.3,23.2,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-23,23.8,26.9,33.1,24,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-24,15.4,27.3,31.8,24.9,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-25,8.8,27.2,30.8,24.7,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-26,23.2,26.3,32.2,24.1,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-27,7.8,25.8,29.7,24.3,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-28,2.8,26.4,30.4,24.3,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-29,39.6,25.3,26.9,23,1.3793,103.85
"Northeast","Ang Mo Kio",2024-11-30,0,28.1,33.8,24.7,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-01,0,28.7,33.2,25.8,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-02,3.6,27.8,32.8,25.6,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-03,24.2,27.5,32.5,24.3,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-04,0,28,31.7,25.5,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-05,0,29.1,33.1,25.8,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-06,0,29.8,35.1,26.3,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-07,0,30,34.9,26.4,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-08,1.8,28.3,33.8,26.4,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-09,2.8,26.6,30.6,24.7,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-10,0,27.3,30.6,25,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-11,4.6,28.5,34.1,24.6,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-12,0.2,28.2,31,26.2,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-13,11.4,27.2,28.8,23.9,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-14,0.2,28.9,34,26,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-15,0,28.6,34.2,26.5,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-16,10.4,27.3,33.1,23.9,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-17,1.4,27.4,32.2,25.5,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-18,4.6,26.1,27.8,25.2,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-19,0,27,29.2,25,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-20,0,26.8,29.7,24.9,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-21,0.4,27.3,31.3,25.5,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-22,0,27.6,31.5,25.9,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-23,17.4,26.7,31.1,24.4,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-24,18.6,26.1,31,24.3,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-25,0,27.2,31.4,25.2,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-26,0,27.4,30.8,25.4,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-27,1.8,27.8,33.1,25.8,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-28,0,28,31.9,25.4,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-29,35.8,27.2,31.9,23.8,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-30,6.8,26.1,30.1,23.5,1.3793,103.85
"Northeast","Ang Mo Kio",2024-12-31,28.2,26.7,31.4,23.9,1.3793,103.85
"East","Changi",2020-01-01,0,27.9,31.7,25.6,1.3678,103.9823
"East","Changi",2020-01-02,0,28.3,32,26.2,1.3678,103.9823
"East","Changi",2020-01-03,0,28.1,32.7,25.2,1.3678,103.9823
"East","Changi",2020-01-04,0,29.3,32.7,26.4,1.3678,103.9823
"East","Changi",2020-01-05,22.4,26.5,31.3,24.4,1.3678,103.9823
"East","Changi",2020-01-06,32.4,26.6,29.5,24.7,1.3678,103.9823
"East","Changi",2020-01-07,0,28.8,31.6,27.3,1.3678,103.9823
"East","Changi",2020-01-08,0,28.5,30.4,26,1.3678,103.9823
"East","Changi",2020-01-09,1.2,28.3,31.7,25.4,1.3678,103.9823
"East","Changi",2020-01-10,0.6,27.1,30.9,26,1.3678,103.9823
"East","Changi",2020-01-11,0,27.9,33.4,25.1,1.3678,103.9823
"East","Changi",2020-01-12,0.2,28.6,33.5,25.3,1.3678,103.9823
"East","Changi",2020-01-13,0,27.6,31.9,24.6,1.3678,103.9823
"East","Changi",2020-01-14,0,27.5,31.4,25.1,1.3678,103.9823
"East","Changi",2020-01-15,0,27.9,31.9,26.1,1.3678,103.9823
"East","Changi",2020-01-16,0,28,31.8,25.9,1.3678,103.9823
"East","Changi",2020-01-17,0,28.1,32.8,25.3,1.3678,103.9823
"East","Changi",2020-01-18,0,28.2,32.6,25.4,1.3678,103.9823
"East","Changi",2020-01-19,0,28.5,32.3,26.3,1.3678,103.9823
"East","Changi",2020-01-20,0,28.4,32.8,24.8,1.3678,103.9823
"East","Changi",2020-01-21,14.2,26.6,28,24.3,1.3678,103.9823
"East","Changi",2020-01-22,0,28.2,32,26.3,1.3678,103.9823
"East","Changi",2020-01-23,0,28.2,32,25.8,1.3678,103.9823
"East","Changi",2020-01-24,0,28,31.8,25.6,1.3678,103.9823
"East","Changi",2020-01-25,0,28.1,32.3,25.1,1.3678,103.9823
"East","Changi",2020-01-26,0,28.3,32.8,25.1,1.3678,103.9823
"East","Changi",2020-01-27,38,27.8,32.2,25.4,1.3678,103.9823
"East","Changi",2020-01-28,0,28.6,32.6,26,1.3678,103.9823
"East","Changi",2020-01-29,18,27,31.5,23.8,1.3678,103.9823
"East","Changi",2020-01-30,0,27.2,30.6,24,1.3678,103.9823
"East","Changi",2020-01-31,0,28.5,32.1,26.5,1.3678,103.9823
"East","Changi",2020-02-01,0,27.6,30.7,25.4,1.3678,103.9823
"East","Changi",2020-02-02,0,27.9,31.8,26.6,1.3678,103.9823
"East","Changi",2020-02-03,0,28.3,32.7,24.8,1.3678,103.9823
"East","Changi",2020-02-04,29.6,28.8,34.6,25.1,1.3678,103.9823
"East","Changi",2020-02-05,0,28.2,32.9,25.6,1.3678,103.9823
"East","Changi",2020-02-06,0.2,28.5,33,25.3,1.3678,103.9823
"East","Changi",2020-02-07,0,28.9,31.7,27.3,1.3678,103.9823
"East","Changi",2020-02-08,0,28.9,31.7,26.9,1.3678,103.9823
"East","Changi",2020-02-09,0.2,28.6,31.5,27.3,1.3678,103.9823
"East","Changi",2020-02-10,0,27.8,31.7,25,1.3678,103.9823
"East","Changi",2020-02-11,48.2,26.7,32.7,24,1.3678,103.9823
"East","Changi",2020-02-12,4.6,27.6,31.6,24.3,1.3678,103.9823
"East","Changi",2020-02-13,0,28.4,32.2,26.1,1.3678,103.9823
"East","Changi",2020-02-14,0,28.4,31.9,26.1,1.3678,103.9823
"East","Changi",2020-02-15,0,28.3,32.7,25.1,1.3678,103.9823
"East","Changi",2020-02-16,0,28.2,32.8,25.9,1.3678,103.9823
"East","Changi",2020-02-17,0,28.6,33.1,25.9,1.3678,103.9823
"East","Changi",2020-02-18,1.6,26.8,30.7,24.3,1.3678,103.9823
"East","Changi",2020-02-19,0.6,28.1,31.9,26,1.3678,103.9823
"East","Changi",2020-02-20,3.6,27.8,32,24.9,1.3678,103.9823
"East","Changi",2020-02-21,15.8,27.2,30.5,24.1,1.3678,103.9823
"East","Changi",2020-02-22,0.4,28.2,31.7,25.8,1.3678,103.9823
"East","Changi",2020-02-23,0,28.1,31.7,24.7,1.3678,103.9823
"East","Changi",2020-02-24,4.6,27,30.6,25.1,1.3678,103.9823
"East","Changi",2020-02-25,0,28.2,31.9,25.7,1.3678,103.9823
"East","Changi",2020-02-26,0,28.4,32.2,25.7,1.3678,103.9823
"East","Changi",2020-02-27,0,28.3,32.5,25.7,1.3678,103.9823
"East","Changi",2020-02-28,0,28.4,32.3,26.3,1.3678,103.9823
"East","Changi",2020-02-29,0,28.2,31.8,25.7,1.3678,103.9823
"East","Changi",2020-03-01,0,28,31.9,26,1.3678,103.9823
"East","Changi",2020-03-02,0,28,31.5,25.6,1.3678,103.9823
"East","Changi",2020-03-03,0,28.5,32.8,25.8,1.3678,103.9823
"East","Changi",2020-03-04,27.4,28.5,32.8,24,1.3678,103.9823
"East","Changi",2020-03-05,1,28.5,32,26.2,1.3678,103.9823
"East","Changi",2020-03-06,16.6,28.7,31.7,24,1.3678,103.9823
"East","Changi",2020-03-07,0,29.6,32.4,27.8,1.3678,103.9823
"East","Changi",2020-03-08,0,29.2,31.7,27.2,1.3678,103.9823
"East","Changi",2020-03-09,0.8,27.6,30.7,26.5,1.3678,103.9823
"East","Changi",2020-03-10,4.2,27.8,32,24.6,1.3678,103.9823
"East","Changi",2020-03-11,0,27.6,30.4,25.3,1.3678,103.9823
"East","Changi",2020-03-12,17.6,26.7,32.9,24.4,1.3678,103.9823
"East","Changi",2020-03-13,0,29.3,34,26.1,1.3678,103.9823
"East","Changi",2020-03-14,0,29.1,33,26.8,1.3678,103.9823
"East","Changi",2020-03-15,0,29.3,33.5,27.1,1.3678,103.9823
"East","Changi",2020-03-16,0.4,29,33,26.9,1.3678,103.9823
"East","Changi",2020-03-17,0,28.8,32.9,26.2,1.3678,103.9823
"East","Changi",2020-03-18,0,29,33.7,26.1,1.3678,103.9823
"East","Changi",2020-03-19,0,28.6,32.9,25.8,1.3678,103.9823
"East","Changi",2020-03-20,0.2,28.3,32.2,26,1.3678,103.9823
"East","Changi",2020-03-21,47.4,27.6,31.2,24.4,1.3678,103.9823
"East","Changi",2020-03-22,0.8,28,32.5,26.3,1.3678,103.9823
"East","Changi",2020-03-23,19.8,26.6,30.2,24.1,1.3678,103.9823
"East","Changi",2020-03-24,0.2,28.1,32.3,24.9,1.3678,103.9823
"East","Changi",2020-03-25,0,28.6,33.1,25.7,1.3678,103.9823
"East","Changi",2020-03-26,0,29.3,33.4,26.4,1.3678,103.9823
"East","Changi",2020-03-27,0,29.3,33.6,26.4,1.3678,103.9823
"East","Changi",2020-03-28,0,29.2,33.5,26.2,1.3678,103.9823
"East","Changi",2020-03-29,0,29.1,32.9,26.7,1.3678,103.9823
"East","Changi",2020-03-30,0,29.1,33.8,26.1,1.3678,103.9823
"East","Changi",2020-03-31,0,29.5,33.9,27,1.3678,103.9823
"East","Changi",2020-04-01,0,27.6,31.4,25.8,1.3678,103.9823
"East","Changi",2020-04-02,0,27.5,31.5,24.6,1.3678,103.9823
"East","Changi",2020-04-03,0,28.9,33.4,26.2,1.3678,103.9823
"East","Changi",2020-04-04,0,29.5,34,26.7,1.3678,103.9823
"East","Changi",2020-04-05,5.2,27.8,30.4,26.3,1.3678,103.9823
"East","Changi",2020-04-06,6,28.3,32.9,24.9,1.3678,103.9823
"East","Changi",2020-04-07,2,28.8,32.2,24.6,1.3678,103.9823
"East","Changi",2020-04-08,4.8,27.9,30.2,24.1,1.3678,103.9823
"East","Changi",2020-04-09,0,27.6,31.9,25.7,1.3678,103.9823
"East","Changi",2020-04-10,0,28.6,30.9,27.2,1.3678,103.9823
"East","Changi",2020-04-11,64.2,25.4,27,23.3,1.3678,103.9823
"East","Changi",2020-04-12,0.4,26.6,31,24.4,1.3678,103.9823
"East","Changi",2020-04-13,0,29.5,33.7,27.1,1.3678,103.9823
"East","Changi",2020-04-14,0,29.6,33.2,27.4,1.3678,103.9823
"East","Changi",2020-04-15,0,29.6,33.7,26.7,1.3678,103.9823
"East","Changi",2020-04-16,0,29.5,33.7,26.8,1.3678,103.9823
"East","Changi",2020-04-17,0,29.4,33,26.6,1.3678,103.9823
"East","Changi",2020-04-18,0,29.5,33.6,26.4,1.3678,103.9823
"East","Changi",2020-04-19,0,30,33.9,26.9,1.3678,103.9823
"East","Changi",2020-04-20,0,30.2,34.3,27.4,1.3678,103.9823
"East","Changi",2020-04-21,0.8,29.5,33.5,27.4,1.3678,103.9823
"East","Changi",2020-04-22,0,30,34.3,27.5,1.3678,103.9823
"East","Changi",2020-04-23,0,28.9,32.9,26.9,1.3678,103.9823
"East","Changi",2020-04-24,3.4,28,34.1,25.2,1.3678,103.9823
"East","Changi",2020-04-25,2.4,27.8,33,25.1,1.3678,103.9823
"East","Changi",2020-04-26,4.4,27.6,31.8,26.3,1.3678,103.9823
"East","Changi",2020-04-27,1.6,27.5,30.9,25.6,1.3678,103.9823
"East","Changi",2020-04-28,27.6,28.2,33.1,24.5,1.3678,103.9823
"East","Changi",2020-04-29,11.4,28.4,31.9,24.7,1.3678,103.9823
"East","Changi",2020-04-30,51.8,27.3,31.9,24.9,1.3678,103.9823
"East","Changi",2020-05-01,0,27.8,32,25.1,1.3678,103.9823
"East","Changi",2020-05-02,0,27.8,32.3,24.5,1.3678,103.9823
"East","Changi",2020-05-03,0,28.2,30.9,26.8,1.3678,103.9823
"East","Changi",2020-05-04,0,29.2,33.1,26.7,1.3678,103.9823
"East","Changi",2020-05-05,31,28.1,34.5,24.6,1.3678,103.9823
"East","Changi",2020-05-06,41,27.6,31.1,24.1,1.3678,103.9823
"East","Changi",2020-05-07,0,27.9,32,25.8,1.3678,103.9823
"East","Changi",2020-05-08,0,28.8,31.8,26.7,1.3678,103.9823
"East","Changi",2020-05-09,32.8,25.5,26.3,23.4,1.3678,103.9823
"East","Changi",2020-05-10,0,29,32.3,26.6,1.3678,103.9823
"East","Changi",2020-05-11,0,28,32.6,24.7,1.3678,103.9823
"East","Changi",2020-05-12,0,26.8,31.2,25.4,1.3678,103.9823
"East","Changi",2020-05-13,19.2,27.9,29.8,24.7,1.3678,103.9823
"East","Changi",2020-05-14,0,28.9,32.8,25.7,1.3678,103.9823
"East","Changi",2020-05-15,0,29.7,32.6,27.1,1.3678,103.9823
"East","Changi",2020-05-16,0,29.9,32.6,27.9,1.3678,103.9823
"East","Changi",2020-05-17,29.8,28.5,31,25,1.3678,103.9823
"East","Changi",2020-05-18,0.2,29,31.9,25.9,1.3678,103.9823
"East","Changi",2020-05-19,4,29.8,32.8,27.9,1.3678,103.9823
"East","Changi",2020-05-20,16.2,28.8,31.3,24.9,1.3678,103.9823
"East","Changi",2020-05-21,0,29.3,34,26.7,1.3678,103.9823
"East","Changi",2020-05-22,4.6,28.1,31.3,25.6,1.3678,103.9823
"East","Changi",2020-05-23,6.8,27.8,30.3,25.4,1.3678,103.9823
"East","Changi",2020-05-24,0,29.2,32.1,26.6,1.3678,103.9823
"East","Changi",2020-05-25,0,30.1,33.3,27.3,1.3678,103.9823
"East","Changi",2020-05-26,2,29.9,33.5,23.8,1.3678,103.9823
"East","Changi",2020-05-27,21.2,27.7,30.2,24,1.3678,103.9823
"East","Changi",2020-05-28,0,29.4,32.5,27.2,1.3678,103.9823
"East","Changi",2020-05-29,0,29.4,32.6,28,1.3678,103.9823
"East","Changi",2020-05-30,0,28.9,32.9,27,1.3678,103.9823
"East","Changi",2020-05-31,0,28.8,32.3,26.7,1.3678,103.9823
"East","Changi",2020-06-01,11,26.4,32.3,23.8,1.3678,103.9823
"East","Changi",2020-06-02,0,28.1,32.2,25.6,1.3678,103.9823
"East","Changi",2020-06-03,0,28.2,31.3,26.1,1.3678,103.9823
"East","Changi",2020-06-04,0,28.6,31,26.6,1.3678,103.9823
"East","Changi",2020-06-05,15.2,28.1,30.8,23.6,1.3678,103.9823
"East","Changi",2020-06-06,4.2,27.6,29.1,25,1.3678,103.9823
"East","Changi",2020-06-07,0.2,29,32.1,27,1.3678,103.9823
"East","Changi",2020-06-08,0,29.2,31.4,27.6,1.3678,103.9823
"East","Changi",2020-06-09,25.6,26.5,31.4,22.8,1.3678,103.9823
"East","Changi",2020-06-10,0,28.6,31.9,26.7,1.3678,103.9823
"East","Changi",2020-06-11,0,28.7,31.9,26.3,1.3678,103.9823
"East","Changi",2020-06-12,0,28,32,25.5,1.3678,103.9823
"East","Changi",2020-06-13,8.6,26.2,27.7,25,1.3678,103.9823
"East","Changi",2020-06-14,1.4,28.1,32.1,25.3,1.3678,103.9823
"East","Changi",2020-06-15,0,29.7,32.3,27.5,1.3678,103.9823
"East","Changi",2020-06-16,0.8,28.4,31.2,26.7,1.3678,103.9823
"East","Changi",2020-06-17,5.4,27.1,29.6,25.5,1.3678,103.9823
"East","Changi",2020-06-18,8.2,27.5,30.6,25.2,1.3678,103.9823
"East","Changi",2020-06-19,2.4,27.7,31.6,25.2,1.3678,103.9823
"East","Changi",2020-06-20,29.8,26.5,29,23.7,1.3678,103.9823
"East","Changi",2020-06-21,2,26.6,27.8,24.9,1.3678,103.9823
"East","Changi",2020-06-22,10.2,26.9,29.8,23.9,1.3678,103.9823
"East","Changi",2020-06-23,30.2,26.4,27.5,23.7,1.3678,103.9823
"East","Changi",2020-06-24,3.2,26.7,27.8,25.2,1.3678,103.9823
"East","Changi",2020-06-25,0,28.1,31.4,25.7,1.3678,103.9823
"East","Changi",2020-06-26,0,28.6,32,26.4,1.3678,103.9823
"East","Changi",2020-06-27,0,29.3,31.8,28.1,1.3678,103.9823
"East","Changi",2020-06-28,0.8,29.2,31.6,26.8,1.3678,103.9823
"East","Changi",2020-06-29,8.4,28.9,31.3,26.4,1.3678,103.9823
"East","Changi",2020-06-30,0,29,32.1,26.3,1.3678,103.9823
"East","Changi",2020-07-01,4.8,26.1,29.9,23.8,1.3678,103.9823
"East","Changi",2020-07-02,0,28,31.3,25.9,1.3678,103.9823
"East","Changi",2020-07-03,27.6,28,33.9,24.3,1.3678,103.9823
"East","Changi",2020-07-04,10.8,27.9,32.6,23.8,1.3678,103.9823
"East","Changi",2020-07-05,0,29.6,33.4,27,1.3678,103.9823
"East","Changi",2020-07-06,0,29.5,32.8,27.6,1.3678,103.9823
"East","Changi",2020-07-07,0.4,27.9,31.2,26.1,1.3678,103.9823
"East","Changi",2020-07-08,0,29.4,32.7,27.3,1.3678,103.9823
"East","Changi",2020-07-09,0,28.1,31.7,25.4,1.3678,103.9823
"East","Changi",2020-07-10,3.8,28.7,32.9,25,1.3678,103.9823
"East","Changi",2020-07-11,5.2,26,29.1,24.3,1.3678,103.9823
"East","Changi",2020-07-12,9.8,27.8,32.5,24.2,1.3678,103.9823
"East","Changi",2020-07-13,10.2,26.2,30.5,24.9,1.3678,103.9823
"East","Changi",2020-07-14,0,27.1,28.5,25.8,1.3678,103.9823
"East","Changi",2020-07-15,3,27.6,30.8,26.3,1.3678,103.9823
"East","Changi",2020-07-16,3.8,28.2,32.2,25.6,1.3678,103.9823
"East","Changi",2020-07-17,0,28.8,32,25.9,1.3678,103.9823
"East","Changi",2020-07-18,0.2,27.8,31,26.5,1.3678,103.9823
"East","Changi",2020-07-19,0,28.5,31.6,25.6,1.3678,103.9823
"East","Changi",2020-07-20,0,29.1,32.1,26.5,1.3678,103.9823
"East","Changi",2020-07-21,0,28.9,32.5,27,1.3678,103.9823
"East","Changi",2020-07-22,30.4,28,30.3,24.2,1.3678,103.9823
"East","Changi",2020-07-23,3.8,27.8,30.8,23.7,1.3678,103.9823
"East","Changi",2020-07-24,7.2,27.8,30.6,24.3,1.3678,103.9823
"East","Changi",2020-07-25,11.6,27.2,31.3,24.6,1.3678,103.9823
"East","Changi",2020-07-26,1.6,27.7,31.1,25.6,1.3678,103.9823
"East","Changi",2020-07-27,22.2,27.3,30.1,23.9,1.3678,103.9823
"East","Changi",2020-07-28,2.4,28.1,30.3,25.8,1.3678,103.9823
"East","Changi",2020-07-29,16.8,26.2,29.2,23.9,1.3678,103.9823
"East","Changi",2020-07-30,0.6,28.2,31.6,25.3,1.3678,103.9823
"East","Changi",2020-07-31,1.8,28.4,30.9,24.8,1.3678,103.9823
"East","Changi",2020-08-01,0,27.6,31.5,25.1,1.3678,103.9823
"East","Changi",2020-08-02,0,27.7,31.4,24.7,1.3678,103.9823
"East","Changi",2020-08-03,12.4,27.8,33.1,25.4,1.3678,103.9823
"East","Changi",2020-08-04,16.8,28.1,33.1,23.8,1.3678,103.9823
"East","Changi",2020-08-05,53.8,29.1,33.9,23.7,1.3678,103.9823
"East","Changi",2020-08-06,8.6,28.8,32.9,25,1.3678,103.9823
"East","Changi",2020-08-07,18.8,27.1,30.7,24.5,1.3678,103.9823
"East","Changi",2020-08-08,0,29.7,32.9,27.6,1.3678,103.9823
"East","Changi",2020-08-09,0,28.4,32,26.7,1.3678,103.9823
"East","Changi",2020-08-10,4.2,27.9,33.2,25.5,1.3678,103.9823
"East","Changi",2020-08-11,0.2,26.7,30,24.4,1.3678,103.9823
"East","Changi",2020-08-12,0,28,32.6,25.6,1.3678,103.9823
"East","Changi",2020-08-13,34.6,28.3,32.2,22.5,1.3678,103.9823
"East","Changi",2020-08-14,13.8,25.9,28.5,23.4,1.3678,103.9823
"East","Changi",2020-08-15,0,28,31.5,24.6,1.3678,103.9823
"East","Changi",2020-08-16,0,28,30,26.4,1.3678,103.9823
"East","Changi",2020-08-17,5.2,27.4,31.4,24.3,1.3678,103.9823
"East","Changi",2020-08-18,2,27.1,30.1,25.3,1.3678,103.9823
"East","Changi",2020-08-19,1.8,28,31.3,25.4,1.3678,103.9823
"East","Changi",2020-08-20,2.2,28.1,31.9,25.5,1.3678,103.9823
"East","Changi",2020-08-21,0,29.6,33,27.7,1.3678,103.9823
"East","Changi",2020-08-22,2,27.9,32.1,25.3,1.3678,103.9823
"East","Changi",2020-08-23,24.4,25.6,27,23,1.3678,103.9823
"East","Changi",2020-08-24,0,28.1,32.4,24.5,1.3678,103.9823
"East","Changi",2020-08-25,0,27.9,31.9,25.7,1.3678,103.9823
"East","Changi",2020-08-26,4.6,27,31.3,24,1.3678,103.9823
"East","Changi",2020-08-27,1.4,27.8,30.4,25.6,1.3678,103.9823
"East","Changi",2020-08-28,0,28.9,32.3,26.2,1.3678,103.9823
"East","Changi",2020-08-29,6.6,27.2,30.8,25.1,1.3678,103.9823
"East","Changi",2020-08-30,0,28.6,32.1,26.4,1.3678,103.9823
"East","Changi",2020-08-31,0,29,32.2,27.2,1.3678,103.9823
"East","Changi",2020-09-01,0,27.8,31.3,26.1,1.3678,103.9823
"East","Changi",2020-09-02,14.6,26.2,29.8,23.7,1.3678,103.9823
"East","Changi",2020-09-03,0,28.4,32.9,25.2,1.3678,103.9823
"East","Changi",2020-09-04,0,28.8,33.2,25.7,1.3678,103.9823
"East","Changi",2020-09-05,0,30.4,33.6,28.3,1.3678,103.9823
"East","Changi",2020-09-06,0,29.7,32.6,27,1.3678,103.9823
"East","Changi",2020-09-07,1.6,26.3,28.2,24.9,1.3678,103.9823
"East","Changi",2020-09-08,0,29.6,32.8,27.7,1.3678,103.9823
"East","Changi",2020-09-09,0,28.5,32.2,26.6,1.3678,103.9823
"East","Changi",2020-09-10,0,27.9,29.7,26.5,1.3678,103.9823
"East","Changi",2020-09-11,3.8,26.7,29.9,25.4,1.3678,103.9823
"East","Changi",2020-09-12,58.2,27.2,32,23.8,1.3678,103.9823
"East","Changi",2020-09-13,17,25,27.6,22.7,1.3678,103.9823
"East","Changi",2020-09-14,11.4,25.6,29.1,24,1.3678,103.9823
"East","Changi",2020-09-15,0,27.7,31.3,24.8,1.3678,103.9823
"East","Changi",2020-09-16,9.6,26.7,30.1,21.9,1.3678,103.9823
"East","Changi",2020-09-17,0,28,33.2,25.6,1.3678,103.9823
"East","Changi",2020-09-18,0,29,32.5,26.5,1.3678,103.9823
"East","Changi",2020-09-19,0,28.6,32.4,24.7,1.3678,103.9823
"East","Changi",2020-09-20,2.6,28.7,31.3,24.9,1.3678,103.9823
"East","Changi",2020-09-21,4.6,26.3,29,25.2,1.3678,103.9823
"East","Changi",2020-09-22,0,27.6,31.7,25.2,1.3678,103.9823
"East","Changi",2020-09-23,0,28.6,32.9,25.7,1.3678,103.9823
"East","Changi",2020-09-24,0.2,28.4,31.5,25.2,1.3678,103.9823
"East","Changi",2020-09-25,0.8,28.4,32.8,23.9,1.3678,103.9823
"East","Changi",2020-09-26,25.2,26.2,28.8,23.6,1.3678,103.9823
"East","Changi",2020-09-27,4.2,26.7,29.3,23.6,1.3678,103.9823
"East","Changi",2020-09-28,0,28.3,31.7,26.9,1.3678,103.9823
"East","Changi",2020-09-29,2.6,27.2,29.3,24.4,1.3678,103.9823
"East","Changi",2020-09-30,0,28.1,32.6,25.3,1.3678,103.9823
"East","Changi",2020-10-01,2.4,27.1,30.5,24.1,1.3678,103.9823
"East","Changi",2020-10-02,0,27,30.9,24.2,1.3678,103.9823
"East","Changi",2020-10-03,0,28.9,33.1,26.3,1.3678,103.9823
"East","Changi",2020-10-04,0,28.8,32.7,25.5,1.3678,103.9823
"East","Changi",2020-10-05,0,29.9,31.9,28.6,1.3678,103.9823
"East","Changi",2020-10-06,13.4,29.4,32.4,24.2,1.3678,103.9823
"East","Changi",2020-10-07,0.4,27.2,29.8,25.1,1.3678,103.9823
"East","Changi",2020-10-08,0,29.7,33,27.8,1.3678,103.9823
"East","Changi",2020-10-09,0.8,28,30.7,25.3,1.3678,103.9823
"East","Changi",2020-10-10,19,27.5,29.1,23.2,1.3678,103.9823
"East","Changi",2020-10-11,10.8,26.6,29.6,24.4,1.3678,103.9823
"East","Changi",2020-10-12,42.2,26.3,32.8,23.5,1.3678,103.9823
"East","Changi",2020-10-13,0,29,31.6,26.8,1.3678,103.9823
"East","Changi",2020-10-14,2.6,28.9,31.3,25.4,1.3678,103.9823
"East","Changi",2020-10-15,2,28.4,32.2,25,1.3678,103.9823
"East","Changi",2020-10-16,0.6,29,32.7,25,1.3678,103.9823
